product_url,keyword,created_at,product_name
https://product.29cm.co.kr/catalog/2774814,ahc아이크림,2025-12-18T17:01:31.110231,AHC 프리미어 앰플 인 아이크림 35ml 2개+(GIFT)아이크림 7ml3개 - 감도 깊은 취향 셀렉트샵 29CM
https://www.11st.co.kr/products/7659463340?&trTypeCd=MAS101&trCtgrNo=585021&checkCtlgPrd=true,키즈롱패딩,2025-12-18T17:01:36.719511,"[11번가] [아이더](센텀시티점)25년신상 정가360,000원 JUW25592 가볍고 따뜻하고 포근한 (제타 2.5) 키즈 롱 덕..."
https://www.11st.co.kr/products/8715465475?&trTypeCd=MAS114&trCtgrNo=585021&checkCtlgPrd=true,노스페이스키즈패딩,2025-12-19T08:01:47.282764,[11번가] 패딩 KQF NJ1DP51T 키즈 고 프리 패딩 코트
https://www.musinsa.com/products/5612076,크리스마스장식,2025-12-19T08:01:56.159119,누아트 스튜디오(NUART STUDIO) 레터링 로고 니트 비니_2colors - 사이즈 & 후기 | 무신사
https://product.29cm.co.kr/catalog/2927111,무스탕,2025-12-19T08:02:45.891496,29cm단독Tail Mustang (Khaki) - 감도 깊은 취향 셀렉트샵 29CM
https://www.musinsa.com/products/5753665,크리스마스장식,2025-12-19T09:01:30.770861,마샤투(MASHATOO) 크리스마스 인테리어 미니 장식 피규어 그린 3개 - 후기 | 무신사
https://product.29cm.co.kr/catalog/3309659,핸드크림,2025-12-20T08:01:28.038144,버블 핸드워시 500ml 2개입 세트 - 감도 깊은 취향 셀렉트샵 29CM
https://www.11st.co.kr/products/8704933211?&trTypeCd=MAS101&trCtgrNo=585021&checkCtlgPrd=true,네파키즈패딩,2025-12-20T08:01:32.417754,[11번가] [롯데백화점]네파 이지 투 스트레치 블럭자켓 KLD0601
https://www.11st.co.kr/products/8836165987?&trTypeCd=MAS101&trCtgrNo=585021&checkCtlgPrd=true,키즈패딩,2025-12-20T08:01:38.181082,[11번가] [아이더](본점)[25FW 키즈 겨울 롱패딩 추천] POP ON ZETA 2.5 키즈 UNI 롱 다운 자켓 JUW25592
https://www.musinsa.com/products/4659483,크리스마스소품,2025-12-20T08:01:48.773006,누아트 스튜디오(NUART STUDIO) [SET] 클래식 라인 장갑 머플러 SET 9color - 사이즈 & 후기 | 무신사
https://product.29cm.co.kr/catalog/2306616,핸드크림,2025-12-20T19:16:04.972969,퍼퓸 핸드크림 월넛크릭그린 [싱그러운 숲향] - 감도 깊은 취향 셀렉트샵 29CM
https://product.29cm.co.kr/catalog/3467834,페이크퍼자켓,2025-12-20T19:24:43.825797,25 Fall_ Cream Fake Leather Mustang (Reversible) - 감도 깊은 취향 셀렉트샵 29CM
https://product.29cm.co.kr/catalog/3576402,여성무스탕,2025-12-20T20:37:10.614686,[5차_1월2일 예약배송]소프트 시어링 카라 무스탕 (블랙) - 감도 깊은 취향 셀렉트샵 29CM
https://product.29cm.co.kr/catalog/2095579,탈모샴푸,2025-12-22T17:01:30.107587,[키링 증정] 라임썬데이 3종 세트 - 감도 깊은 취향 셀렉트샵 29CM
https://www.musinsa.com/products/4581556,크리스마스오르골,2025-12-22T17:01:46.080191,류블류샵(LYUBLYUSHOP) 크리스마스 LED 워터볼 오르골 뮤직박스 2type - 후기 | 무신사
https://www.11st.co.kr/products/8389315179?&trTypeCd=MAS101&trCtgrNo=585021&checkCtlgPrd=true,아기크리스마스옷,2025-12-23T10:49:37.177373,[11번가] [쇼콜라](강남점)크리스마스선물 아기내의 1+1세트 14종택1 (TTOWOW519T-8SETA)
https://www.musinsa.com/products/5689126,노스페이스롱패딩,2025-12-23T12:01:39.984819,노스페이스(THE NORTH FACE) NC3NR64A 남성 루카 V 코트 BLACK - 사이즈 & 후기 | 무신사
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=621044948875&ss_tx=%ED%8C%8C%ED%83%80%EA%B3%A0%EB%8B%88%EC%95%84%ED%9B%84%EB%A6%AC%EC%8A%A4,파타고니아후리스,2025-12-23T12:16:31.927773,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=749249186499&ss_tx=%EC%9E%90%EB%AA%BD%EC%82%B4%EA%B5%AC%ED%81%B4%EB%9F%BD%EC%B1%85,자몽살구클럽책,2025-12-23T13:31:22.491510,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=839214306814&ss_tx=%EA%B2%BD%EB%9F%89%ED%8C%A8%EB%94%A9%EB%82%A8%EC%84%B1,경량패딩남성,2025-12-23T13:36:28.398153,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=737344835220&ss_tx=%EA%B2%BD%EB%9F%89%ED%8C%A8%EB%94%A9%EB%82%A8%EC%84%B1,경량패딩남성,2025-12-23T13:57:29.813538,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=696227530247&ss_tx=%EA%B2%BD%EB%9F%89%ED%8C%A8%EB%94%A9%EB%82%A8%EC%84%B1,경량패딩남성,2025-12-23T14:07:37.683698,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=750527271912&ss_tx=%EA%B2%BD%EB%9F%89%ED%8C%A8%EB%94%A9%EB%82%A8%EC%84%B1,경량패딩남성,2025-12-23T14:13:29.957494,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=832940582275&ss_tx=%EA%B2%BD%EB%9F%89%ED%8C%A8%EB%94%A9%EB%82%A8%EC%84%B1,경량패딩남성,2025-12-23T14:25:38.666232,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=841589562278&ss_tx=%EC%97%AC%EC%84%B1%EB%A1%B1%ED%8C%A8%EB%94%A9,여성롱패딩,2025-12-23T14:31:42.133511,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=842375515664&ss_tx=%EC%97%AC%EC%84%B1%EB%A1%B1%ED%8C%A8%EB%94%A9,여성롱패딩,2025-12-23T14:39:37.287158,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=863275487821&ss_tx=%EC%97%AC%EC%84%B1%EB%A1%B1%ED%8C%A8%EB%94%A9,여성롱패딩,2025-12-23T17:16:32.377562,제품 상세페이지
https://zigzag.kr/catalog/products/165426774,경량패딩남성,2025-12-23T18:06:18.756735,에이더스 CQR 그리드 플리스 아웃도어 등산 긴팔 방한 자켓
https://zigzag.kr/catalog/products/132878608,남성기모바지,2025-12-23T18:10:16.706020,키메라제이 윈터 융기모 히든밴딩 2단 기장선택 와이드 청바지 2color
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=832353048482&ss_tx=%EC%97%AC%EC%84%B1%EB%A1%B1%ED%8C%A8%EB%94%A9,여성롱패딩,2025-12-23T18:21:20.093549,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=845510263435&ss_tx=%EC%97%AC%EC%84%B1%EB%A1%B1%ED%8C%A8%EB%94%A9,여성롱패딩,2025-12-23T18:36:16.384399,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=721829699520&ss_tx=%EA%B2%BD%EB%9F%89%ED%8C%A8%EB%94%A9%EB%82%A8%EC%84%B1,경량패딩남성,2025-12-23T18:53:32.456152,제품 상세페이지
https://ssadagu.kr/shop/view.php?platform=1688&num_iid=909661560787&ss_tx=%EB%82%A8%EC%9E%90%EA%B2%A8%EC%9A%B8%EC%BD%94%ED%8A%B8,남자겨울코트,2025-12-25T08:12:17.324141,제품 상세페이지
